"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An assessment of accessibility in contact forms of Brazilian public universities","T. J. Bittar; F. B. Faria; L. A. do Amaral; R. P. de Mattos Fortes","Instituto de Ciências Matemáticas e de Computação-ICMC, Universidade Federal de Goiás-UFG, Universidade de São Paulo-USP, Sao Carlos, Brazil; Departamento de Ciências da Computação-DCC, Universidade Federal de Goiás, Catalao, Brazil; Instituto de Ciências Matemáticas e de Computação-ICMC, Universidade de Sáo Paulo, Sao Carlos, Brazil; Instituto de Ciências Matemáticas e de Computação-ICMC, Universidade de Sáo Paulo, Sao Carlos, Brazil","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","This paper presents an assessment of accessibility in contact forms of Brazilian public universities. Thus, we checked the websites of these institutions by assessing strengths and weaknesses of them according to several criteria based on W3C WCAG 2.0, in its initiative to accessibility, WAI.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263052","accessibility;forms;WCAG;Brazilian public universities","Electronic mail;Layout;Educational institutions;Guidelines;Manuals;Visualization;Abstracts","","","","14","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Broadband Penetration Rate: Reading beyond the indicator","L. M. Ferreira; L. Amaral","Departamento de Sistemas de Informação, Escola de Engenharia, Universidade do Minho, Guimaraes, Portugal; Departamento de Sistemas de Informação, Escola de Engenharia, Universidade do Minho, Guimaraes, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","The flow of information in the current globalized world has been strongly enhanced by the rapid development of the Information and Communication Technologies. In a short time span, high speed Internet has become fundamental to modern economies, allowing access to increasingly comprehensive and sophisticated services; thus, it is important to monitor its progress. One of the most frequently used indicators in the international context to measure the Information Society progress, is the Broadband Penetration Rate. This indicator is often misused and limited to the discussion about the progress of countries and regions in terms of their integration in the Information Society. This article intends to present clear evidence that this is an indicator which, despite providing us with important signals regarding the spread of broadband, has several weaknesses, inevitably affecting the conclusions that can be drawn concerning concrete policies to effectively promote broadband. Consequently, the abusive tendency to solely use this indicator to measure the success or failure of policies that can promote the development of the Information Society originates simplistic and limited analyses and leads to erroneous conclusions.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263053","Broadband;Broadband Penetration Rate;Information Society","Internet;Broadband communication;FCC;Monitoring;Europe;Abstracts","","","","22","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Decision making support system for fin sizing","K. N. El-kahina; B. Tawfik","Mechanical Engineering Department, Ecole Normale d'Enseignement Technologique ENSET, Oran, Algeria; Mechanical Engineering Department, Ecole Normale d'Enseignement Technologique ENSET, Oran, Algeria","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","5","The means and the cooling processes of the heat generating working machinery in industry are essential. Their performance depends on their ability to evacuate generated heat outside the working assembly to the air. A very effective and widespread method often used in engineering employs the fins. They act as a thermal bridge between the heating wall and the reactive medium. However, their design is very complex given the wide range of models employed. The model selection then becomes very difficult for the machine designer owing to the number of often conflicting constraints faced. The complexity of mathematical models of heat transfer phenomena, cannot allow considering an analytical and/or digital solution. This technological gap motivated considering a discussion in the present paper. A decision support system design is proposed. It will enable the user to decide which fin model and dimensions to choose, based on the characteristics and the power of the machine to be cooled.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263054","decision support system (DSS);fin design;algorithm;interface;heat transfer;fin efficiency","Decision support systems;Heat transfer;Cooling;Shape;Heating;Mathematical model;Materials","","","","15","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Proposal of an IT outsourcing project management methodology for suppliers","F. J. S. Marcilla; M. de la Cámara Delgado; J. A. Calvo-Manzano; E. F. Vicente","Escuela Universitaria de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Escuela Universitaria de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Facultad de Documentación Departmento Ciencias de la Computación, Universidad Alcalá de Henares, Madrid, Spain","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","Current technological advances that have led to a globally connected economy, together with the increasing trend towards privatization and deregulation, are leading to new organizational models and increased collaboration between suppliers and customers, sharing information and process flows. This has directly contributed to the great expansion of outsourcing, considering it as a strategic tool for organizations. In this environment, and given the increasing organizational complexity, the use of a methodology to assist the implementation of outsourcing projects has become almost necessary. In recent years several methodologies and models have been proposed, especially for supporting client outsourcing organizations, but we do not consider them to be complete, they do not cover all necessary aspects to manage an outsourcing project. That is the reason because we, in this paper, propose a methodology for outsourcing project management from the point of view of the suppliers that was complete and easy to apply.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263055","Outsourcing;Metodology;IT Services;Project Management","Outsourcing;Organizations;Biological system modeling;Software;Software engineering;Proposals","","","","25","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Analysis levels for improved user-centric energy cost analysis","A. Beck; P. Göhner","Institute of Industrial Automation and Software Engineering, University of Stuttgart, Stuttgart, Germany; Institute of Industrial Automation and Software Engineering, University of Stuttgart, Stuttgart, Germany","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","Recent reports and outlooks on electrical energy show a persistently widening gap between electrical energy generation and electrical energy demand. Thus, energy costs are a significant determining factor in economic and social prosperity. Consequently, politics, industry and research focus on both exploitation of alternative energy sources for energy generation and development of concepts, methodologies and technologies to reduce energy consumption. A remaining challenge is energy analysis and optimization of complex systems, such as industrial automation systems. Individuality and dynamics of the system's surroundings during operation time make it difficult to identify goal-oriented optimization measures. This contribution proposes a model-based user-centric approach for automated energy analysis of systems of industrial automation systems. The approach supports users in reducing their energy costs by automated generation and application of individual electrical energy optimization proposals. The goal is effort and complexity reduction by mapping elements and influences with impact on electrical energy costs to appropriate models for model-based analysis. The focus of this paper is on support for model creation by the introduction of hierarchical analysis levels that enhance user-centricity of the proposed approach.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263056","energy;analysis;user-centric;model-based","Optimization;Automation;Analytical models;Water heating;Proposals;Energy consumption;Computational modeling","","","","21","","30 Aug 2012","","","IEEE","IEEE Conferences"
"The interconnection of DSS and online social networking","F. Antunes; J. P. Costa","INESC Coimbra, Management and Economics Department, Beira Interior University, Covilhaa, Portugal; INESC Coimbra, Faculty of Economics, Coimbra University, Coimbra, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","In this paper we present the outcomes of a literature review on the interconnection of Decision Support Systems (DSS) and online social networking. Although a large number of research papers postulate, in one way or another, that Decision Support Systems and online social networking are interconnected, only a small amount of them actually elaborates on such connection. Therefore, we underwent a large bibliographic review, based on four major bibliographic indexing resources to reveal the actual interconnection of DSS and online social networking.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263057","Decision support systems;online social networking;Web 2.0;literature review","Social network services;Decision support systems;Software;Internet;Communities;Abstracts;Context","","","","8","","30 Aug 2012","","","IEEE","IEEE Conferences"
"A comparison of machine learning algorithms applied to hand gesture recognition","P. Trigueiros; F. Ribeiro; L. P. Reis","Departamento de Informática, Instituto Politécnico do Porto, Porto, Portugal; Departamento de Electrónica Industrial, Universidade do Minho, Guimaraes, Portugal; EEUM-Escola de Engenharia, DSI, Universidade do Minho, Guimaraes, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","Hand gesture recognition for human computer interaction is an area of active research in computer vision and machine learning. The primary goal of gesture recognition research is to create a system, which can identify specific human gestures and use them to convey information or for device control. This paper presents a comparative study of four classification algorithms for static hand gesture classification using two different hand features data sets. The approach used consists in identifying hand pixels in each frame, extract features and use those features to recognize a specific hand pose. The results obtained proved that the ANN had a very good performance and that the feature selection and data preparation is an important phase in the all process, when using low-resolution images like the ones obtained with the camera in the current work.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263058","Machine vision;image processing;machine learning;hand gesture recognition","Gesture recognition;Feature extraction;Machine learning;Classification algorithms;Support vector machines;Artificial neural networks;Human computer interaction","","5","","25","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Method for selecting a reference model for software process deployment","S. Bayona; A. J. Calvo-Manzano; G. Cuevas; T. S. Feliu","Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES; Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES; Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES; Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","Select a model or standard to be used as reference in order to deploy the processes used in software development is a complex task. People with skills and knowledge in order to compare the contents of the model and / or standard taking into account the variety of models structures and descriptions is required. The purpose of this paper is to describe a method for selecting a reference model for software process deployment, based on the organizations needs. The organizations needs are translated into criteria related to the critical success factors of an improvement initiative. The method has been applied to select the reference model to be used in designing a deployment strategy processes with greater assurance of success.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263059","Process deployment;Reference model;CMMI","Software;Nickel;ISO standards;Quality management;IEC standards;Standards organizations","","2","","26","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Metadata selection to search Learning Objects on the web: A methodology based on content analysis of official documents of the course units","M. J. A. Gonçalves; M. P. Cota; P. Pimenta","ISCAP/IPP, Porto, Portugal; Universidade de Vigo, Vigo, Spain; Universidade do Minho, Guimaraes, Portugal","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","5","The metadata have been assuming a growing importance in the management and retrieval of information. The DCMI defines metadata as ""information that expresses the intellectual content, intellectual property and/or instantiation characteristics of an information resource [1]. This paper presents a methodology to identify keywords/metadata to search Learning Objects (LO) on the web, based on learning outcomes extracted from official documents used in the course units (CU) of a scientific field.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263060","Metadata;Metadata standards;Learning Objects;study plan;Assessment components","Standards;Europe;Electronic learning;XML;Face;Resource description framework;Search problems","","","","16","","30 Aug 2012","","","IEEE","IEEE Conferences"
"Identifying patterns of software acquisition projects through the application of the MECT method","V. V. Zepeda; G. G. Hurtado; J. C. Manzano","Departamento de Ingeniería de Sistemas y Computación, Universidad Católica del Norte, Antofagasta, Chile; Programa Ingeniería de Sistemas, Universidad de Medellín, Medellin, Colombia; Departamento de Lenguajes y Sistemas Informáticos e Ingeniería de Software, Universidad Politécnica de Madrid, Madrid, Spain","7th Iberian Conference on Information Systems and Technologies (CISTI 2012)","30 Aug 2012","2012","","","1","6","This paper presents the application of a method originally designed for the taxonomy construction, in order to formalize the identification of patterns of software acquisition projects. For this investigation, a pattern is a type of acquisition project, which has unique and identifiable characteristics, which influence or determine the control strategies or techniques to be applied to ensure its successful implementation. As a result of applying the method, nine patterns have been identified based on the following criteria: type of product that is acquired, methodologies used for product development, adaptability of the product acquired, and the relationship between the customer who purchases and the development team. It is hoped that using these patterns identified, researchers in the area of software acquisition, they can develop proposals tailored to the specific characteristics of each pattern.","2166-0735","978-989-96247-7-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6263061","Software Acquisition;patterns of acquisition projects;management of project acquisition;MECT","Software;Silicon;Hardware;Outsourcing;Abstracts;Taxonomy;Product development","","","","33","","30 Aug 2012","","","IEEE","IEEE Conferences"
