"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A society ruled by the impact of the smartphone: Influence that the use of the smartphone has in people's daily lives","J. H. V. Caracol; B. Alturas; A. Martins","(ISCTE-IUL) MGSI, Instituto Universitário de Lisboa, Lisboa, Portugal; (ISCTE-IUL) ISTAR-IUL, Instituto Universitário de Lisboa, Lisboa, Portugal; (ISCTE-IUL) ISTAR-IUL, Instituto Universitário de Lisboa, Lisboa, Portugal","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","The use of the smartphone in today's society has been growing through the introduction of new mobile devices in the market and the rapid evolution of communication technologies. This evolution means that this mobile device almost loses its main functions of making calls and sending messages, and also acquire the functions of a computer with a low processing capacity. Much of the addition of these new features to the mobile phone was the responsibility of the telecommunications companies, as people, when acquiring a better mobile phone, make more use of mobile data. This responsibility is shared with smartphone development companies and applications to be installed on them. With these new devices on the market, and with the variety of applications available, people have a tendency to want to acquire them, since quite easily, they can perform some functions that they previously only had with a computer. This study shows the influence that the mobile phone has on people's daily lives, namely if they can make people become dependent on it, without realizing it. Thus, an exploratory study with a quantitative methodology was carried out through the application of questionnaires, and it was verified that people use the smartphone, mainly to facilitate their daily tasks.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760845","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760845","mobile phone;smartphone usage;technological stress;addiction;personal relationships","Mobile handsets;Instruments;Internet;Stress;Companies;Information systems;3G mobile communication","","1","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Tool for monitoring the general health of patients in a rural environment","A. Silva; A. Reis; A. Sousa; J. Sousa; J. Barroso","Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT; Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT; Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT; Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT; Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","7","The health centers group (ACES) “Douro Sul II” is creating a Community Support Team for Palliative Care (ECSCP) to provide palliative care services for the ACE's population of 73, 713 registered users. To support these services, a study was carried out and it was planned the development of an Information System (IS) with the main objective of monitoring patients from their homes, providing information to support the operations of the team. The system is based on a platform that controls the flow of information between coordinators, team and the patients, from the use of mobile and web applications. Therefore, the team will be able to respond more quickly to patients requiring support.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760758","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760758","Health Monitorization;Palliative Care;style;Remote Monitorization;Information System","Monitoring;Information systems;Electrocardiography;Visualization;Hospitals;Handheld computers;Wireless LAN","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Constructive scheme of academic texts: Algorithm to discover the main object, its characteristics and functions","K. Sanoki; Í. S. Vega","PUC-SP, Pontifícia Universidade Católica, São Paulo, Brasil; PUC-SP, Pontifícia Universidade Católica, São Paulo, Brasil","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","7","This article describes the algorithm that shows the structure of texts, scientific or academic articles, from the theme, characteristics and actions. The first step of the algorithm is to identify all subheadings or large groups found, such as introduction, methodology, result, discussions, conclusion. With the groups identified, the next step is to find all the grammatical periods, which will be analyzed so that groups capable of describing actions and formulas can be located and assembled. Since the text, in the semantic sense, is a seam or an interlacing of words that forms a sense of information that does not obey a rule, a sequence or an algorithm of thought, it becomes necessary to standardize the description of the characteristics of the theme. In this process step, with the rules standardized and reorganized according to the algorithm, any article will be treated as if it were a computational structure, since this is one of the means to know what actions or functions the article describes, and that will be rewritten in the schema: object, property, modules and functions.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760772","Algorithm;Text;Object;Feature;Function","Nanoelectromechanical systems;Information systems;Semantics","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Open Data Initiatives in Brazil","C. Bittencourt; J. Estima; G. Pestana","IADE - Universidade Europeia, Lisbon, Portugal; IADE - Universidade Europeia, Lisbon, Portugal; IADE - Universidade Europeia, Lisbon, Portugal","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","4","The Open Data movement, aimed at stimulating economic growth, making social changes, encouraging citizen participation and promoting new forms of government accountability, has been growing worldwide during the last decade. Following this trend, Open Data initiatives are progressively being used by governments particularly to increase the transparency of public resource investments and their outcomes. Information and Communication Technology tools combined with data analysis techniques can be used to make these Open Data understandable to anyone interested, machine-readable, reusable, and a source for improved decision support, innovation, accountability and efficiency. This paper analyzes some Open Data initiatives within the Brazilian Government in order to verify if they meet the requirements of the Open Data definition. The results indicated that those requirements were all almost fulfilled, but there are still challenges to be overcome, such as greater update frequency, better license-free specification, and effective availability of all data which can be open to citizens. These results can help governments to identify the gaps that need to be addressed and make Open Data initiatives more effective.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760592","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760592","open data;open government data;transparency;data analysis","Government;Portals;Economics;Technological innovation;Collaboration;Licenses;Standards","","4","","32","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Spectral features of healthy and pathological voices: Results comparison between two databases","H. Cordeiro; C. Meneses","Instituto Politecnico de Lisboa, Lisboa, Lisboa, PT; Instituto Politecnico de Lisboa, Lisboa, Lisboa, PT","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","This paper presents a comparative study between three spectral parameters in the discrimination between healthy and pathological voices. The evaluated parameters involve the analysis of the first spectral peak, the Relative Power of the Periodic Component, which corresponds to a measure of the signal-to-noise ratio and the Low Band Spectral Tilt. The Low Band Spectral Tilt is proposed as optimization of the first spectral peak, to resolve the cases of classification error due to the degradation of vocal quality with the disease progression. The three parameters are evaluated in two databases. The Low Band Spectral Tilt achieves the best results, with 100% accuracy in the USP database and 83.5% accuracy in the MEEI database.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760975","Pathological Voices;Diagnostic;Spectral Features","Databases;Pathology;Information systems;Jitter;Face;Surges;Power measurement","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Electronic Surgical Records Solution in Operating Room","A. Quintal; R. Silva; Á. Rocha","SESARAM, Universidade da Madeira, Funchal, Portugal; SESARAM, Universidade da Madeira, Funchal, Portugal; Universidade de Coimbra, Coimbra, Coimbra, PT","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","3","The implementation of information technologies in Health has contributed to the multiplication of several Health Information Systems without interoperability. Thus, disaggregated systems are identified, lacking unity and intercommunication. Using an action research study, we aim to create a more efficient and accessible reorganization of electronic records in operating room for users, both clients and healthcare providers.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760907","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760907","electronic records;health;operating room","Information systems;Hospitals;Information technology;Surgery;Guidelines;Systematics","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Information and communication technologies and social networks in tourism - the case of Porto Santo Island","N. Natal; C. R. Cunha; E. P. Morais","Campus de Santa Apolónia, Instituto Politécnico de Bragança, Bragança, Portugal; Instituto Politécnico de Bragança Campus de Santa Apolónia, UNIAG, Bragança, Portugal; Instituto Politécnico de Bragança Campus de Santa Apolónia, UNIAG, Bragança, Portugal","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","This paper aims to understand the importance of ICT (Information and Communication Technologies) in the tourism sector, focusing on the Island of Porto Santo. We are in an increasingly digital world and information and communication technologies represents a way to be up to date and present in the market. The use of social networks by companies, are used as means of communication and promotion, with the purpose of understanding the behavior of tourist consumers. In order to understand the importance of ICT and social networks in the tourism sector of the Island of Porto Santo, a questionnaire was prepared and distributed in several places on the Island of Porto Santo. The results are presented in this article. For a better understanding of ICT and social networks, a literature review on the topic was also carried out.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760855","Information and communication technologies;tourism;social networks;tourist promotion;Porto Santo Island","Internet;Information and communication technology;Social networking (online);Instruments;Information systems;Hardware;Software","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Method F2A2P - Flow of Architecture and Assistance for Programs and Projects Monitoring by RPC - Reunions of Point of Control","A. J. M. de Moraes","Ministério da Mulher, da Família e dos Direitos Humanos, Coordenação de TI - Tecnologia da Informação, Brasília, Brasil","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","6","The known Methodologies of Project Management, such as, PMBoK®, PRINCE2® and ZOPP (in the text referenced) drive the planning, the construction and the monitoring of Projects, with the basis on the compilation of Best Practices in this subject. However, these do not describe in detail which tools should be applied to the success of the actions. Admittedly, the use of meetings that aim to administrate and to control the phases of continuous processes of work, is an effective way of managing the progress of activities. Therefore, in order to perform this management procedure related to the progress of the Project Phases (model of organization common to all Methodologies), this article presents the Method F2A2P - Flow of Architecture and Assistance for Programs and Projects. This Method is based on the conducting of RPC - Reunions of Point of Control, conducted in a structured manner, with the objective of maintaining a precise administration of the development of a Project.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760789","Project Management;PMBoK®;PRINCE2®;ZOPP;Phases of Project;RPC - Reunion of Point of Control;Method F2A2P - Flow of Architecture and Assistance for Programs and Projects","Monitoring;Project management;Process control;Information systems;Planning;Best practices;Tools","","","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Analysis of the issues underlying the certification of invoicing software","N. Russo; L. Reis","Instituto Politecnico de Setubal, Setubal, SetÃºbal, PT; Instituto Politecnico de Setubal, Setubal, SetÃºbal, PT","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","4","Portuguese companies that have invoicing software, certified or in the process of certification by the Tax and Customs Authority, need to comply with technical requirements that involve business continuity and disaster recovery. There are some constraints in the implementation of these requirements, due to technical issues, interpretation of tax legislation or the selection of regulations or good practices in the area of Information and Communication Technologies. The objective of the paper is to present a set of concerns underlying the design of a business continuity plan, supported by current tax legislation, by standards and codes of good practice. In view of the constraints of Portuguese business capacity, it is also presented a minimum solution that meets the legal, regulatory, good practices and conceptual requirements of Information and Communication Technologies for the design of a Business Continuity Plan. The method used in this investigation was based on the analysis of international standards ITIL, ISO, CMMI, COBIT and the Portuguese legal framework in the field of invoicing. The main expected results are to foster the design of Business Continuity Plan in Portuguese companies, in order to reduce the gap between the practices currently in place and the requirements underlying certification, as a way to prepare companies to deal with disruptive events in invoicing business processes.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760638","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760638","business continuity;invoicing;certification","ISO Standards;Business continuity;Certification;Law;Data centers","","2","","","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Air Quality Monitoring System Within Campus by Using Wireless Sensor Networks","R. A. Lara-Cueva; P. B. Meneses; M. D. Márquez; R. X. Gordillo; D. S. Benítez","Departamento de Eléctrica, Electrónica y Telecomunicaciones, Grupe de Investigación en Sistemas Inteligentes (WiCOM-Energy) and Ad Hoc Networks Research Center (CIRAD), Universidad de las Fuerzas Armadas ESPE, Campus Sangolquí, Casilla Postal 171-5-231B, Sangolquí, Ecuador; Departamento de Eléctrica, Electrónica y Telecomunicaciones, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador; Departamento de Eléctrica, Electrónica y Telecomunicaciones, Grupe de Investigación en Sistemas Inteligentes (WiCOM-Energy) and Ad Hoc Networks Research Center (CIRAD), Universidad de las Fuerzas Armadas ESPE, Campus Sangolquí, Casilla Postal 171-5-231B, Sangolquí, Ecuador; Departamento de Eléctrica, Electrónica y Telecomunicaciones, Universidad de las Fuerzas Armadas ESPE, Sangolquí, Ecuador; Universidad San Francisco de Quito, Quito, Pichincha, EC","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","4","In this paper, we present a solution to monitor CO2emissions produced by vehicles within a university campus. The system is implemented based on distributed sensor nodes by using ZigBee technology. Several sensors were placed around the main streets on campus in order to monitor CO2concentrations. Data suggested that speed bumps generate increased levels of CO2, which are emitted by vehicles. We determine that the CO2levels in our campus are 410 parts per million, which is within tolerable limits. The wireless system developed has been used as a tool to take actions in order to reduce the environmental pollution around our university campus, and to improve traffic by removing the speed bumps or to restrict the circulation of vehicles at peak hours when the system indicates that pollution levels are high.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760834","CO2 monitoring;IEEE 802.15.4;Waspmote;WSN;Xbee;Zigbee","Monitoring;Wireless sensor networks;Zigbee;Wireless communication;Air pollution","","3","","17","","15 Jul 2019","","","IEEE","IEEE Conferences"
