"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Development and validation of a scale to assess the integration of the LCMS in the formative process in higher education","S. A. Ferreira; A. Andrade","CEGE - Centro de Estudos em Gestão e Economia, FEG - Universidade Católica Portuguesa, Porto, Portugal; CEGE - Centro de Estudos em Gestão e Economia, FEG - Universidade Católica Portuguesa, Porto, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","10","Considering the importance of the management of Learning Content Management System (LCMS) in pedagogical strategy of higher education modernisation, it becomes essential to develop tools, reliable and adapted to the context, to collect students' perceptions on the issue. Additionally, it is important that this information may be linked to other sources, in particular, with the reports of LCMS, in such a way as to promote a more coherent management. The purpose of this study is to develop and validate the scale ""LCMS integration in teaching activities of higher education"". The methodological approach to the subject has developed along three steps: 1-Identification and development of the dimensions and writing of individual items; 2-Validation of the content of the instrument by a panel of experts and graduate students with deep experience in the use of the LCMS; 3-Administration of scale and psychometric analysis. The dimensions of the final version of the scale are related very closely with information from reports of LCMS. The objective is to analyze, crossing information from two sources, a factor which potentially increases management effectiveness. It was constituted a convenience sample of 54 students attending undergraduate and master's Universidade Católica do Porto. The results suggest that the scale has good psychometric properties.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615700","Evaluation scale;institutional Managed Learning Environment (iMLE);Learnig Analytics;Learning Content Management System (LCMS)","Instruments;Least squares approximations;Content management;Electronic learning;Blogs;Process control","","","","39","","17 Oct 2013","","","IEEE","IEEE Conferences"
"A web application for distributed computing: Solving a typical statistical problem in industry","M. Ferreira; M. Casquilho","Instituto Superior Técnico, Technical University of Lisbon, Lisbon, Portugal; Instituto Superior Técnico, Technical University of Lisbon, Lisbon, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","5","A web application of scientific computing over the Internet is presented, for distributed computing, parallel programming in MPI, using the resolution of a typical statistical problem in packaging. This problem is found in many industries, and is solved empirically. As no analytical solution seems viable, a Monte Carlo approach was adopted. After briefly describing a previous series programming solution of the problem, its parallel programming version is detailed. From the authors' experience, the web environment is clearly recommended for scientific computing, for academic and industrial purposes.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615701","scientific computing;MPI;Internet;Statistics","Parallel processing;Monte Carlo methods;Internet;Scientific computing;Educational institutions;Industries","","","","9","","17 Oct 2013","","","IEEE","IEEE Conferences"
"GSG: A tool for knowledge-based visual creativity","J. Reis","Dept. Ciências e Tecnologias de Informação, ISCTE-IUL/ADETTI-IUL, Lisboa, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","7","Shape Grammars are a formalism that allows to analyze and synthesize designs of visual languages and has been used to represent the knowledge behind the creative work of architects, designers and artists. This article describes GSG, a configurable and extensible expert system shell to support generic work with Shape Grammars. Key ideas, system architecture, technologies involved, some previously published work and present and future work are presented.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615702","Shape Grammars;Rule-Based Systems;Creativity","Shape;Grammar;Algebra;Visualization;Finite element analysis;Knowledge based systems;Computer architecture","","","","34","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Inferring UI patterns with Inductive Logic Programming","M. Nabuco; A. C. R. Paiva; R. Camacho; J. P. Faria","Departamento de Engenharia Informática, Faculdade de Engenharia da Universidade do Porto, Porto, Portugal; Departamento de Engenharia Informática, Faculdade de Engenharia da Universidade do Porto, Porto, Portugal; INESC TEC e Departamento de Engenharia Informatica, Faculdade de Engenharia da Universidade do Porto, Porto, Portugal; INESC TEC e Departamento de Engenharia Informatica, Faculdade de Engenharia da Universidade do Porto, Porto, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","5","This paper presents an approach to infer UI patterns existent in a web application. This reverse engineering process is performed in two steps. First, execution traces are collected from user interactions using the Selenium software. Second, the existing UI patterns within those traces are identified using Machine Learning inference with the Aleph ILP system. The paper describes and illustrates the proposed methodology on a case study over the Amazon web site.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615703","Reverse Engineering;Inductive Logic Programming;Web Application;UI Patterns","Reverse engineering;Logic programming;Testing;Conferences;Graphical user interfaces;Software;Unified modeling language","","2","","32","","17 Oct 2013","","","IEEE","IEEE Conferences"
"SimpleNFC: Simplifying access to digital world services using NFC","P. Curiel; K. Zabaleta; I. Pretel; A. B. Lago","Universidad de Deusto, Bilbao, PaÃ­s Vasco, ES; Universidad de Deusto, Bilbao, PaÃ­s Vasco, ES; Universidad de Deusto, Bilbao, PaÃ­s Vasco, ES; Universidad de Deusto, Bilbao, PaÃ­s Vasco, ES","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","7","Due to the latest advances in mobile technologies, the mobile phone has turned into an almost essential device in everyday life and one which grants access to a great variety of services. However, a problem arises when it comes to interacting with devices of this kind. Thus, even if most of the population is capable of working with them, there are collectives, like the elderly, that have great difficulties in this task. To reduce the digital divide existing for this society section, we propose a platform that uses Near Field Communication (NFC) and semantic technologies. Its aim is to provide different services to the user based on the reading of a combination of tags with a mobile phone, making interaction with these devices easier and more user-friendly.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615704","NFC;accesibility;mobile technologies;semantics","Radiofrequency identification;OWL;Silicon;Facebook;Mobile communication;Mobile handsets;Semantics","","","","10","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Context-aware platform for mobile device-based communication assistance","K. Zabaleta; P. Curiel; A. B. Lago","MORElab - Envisioning Future Internet Deusto Institute of Technology - DeustoTech, University of Deusto Avda. Universidades 24, Bilbao, Spain; MORElab - Envisioning Future Internet Deusto Institute of Technology - DeustoTech, University of Deusto Avda. Universidades 24, Bilbao, Spain; MORElab - Envisioning Future Internet Deusto Institute of Technology - DeustoTech, University of Deusto Avda. Universidades 24, Bilbao, Spain","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","7","Thanks to advances made in ICT in recent years, there is now a wide range of communication means available to users. This raises an issue when it comes to communicating with our contacts, as we have little or no help to decide which communication means to use in each case. In this paper we present a platform that enables users to register the communication means at their disposal and set up use preferences for them. Then, using this information, the platform is able to suggest to end-users which communication means to use when they want to communicate with their contacts.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615705","semantics;mobile technology;communications;social networks","Irrigation;Silicon compounds;Facebook;Mobile communication;Internet;IP networks;Google","","","","10","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Predicting human creativity perception","P. Pires; R. Henriques","Departamento de Engenharia Informática, Universidade de Coimbra, Portugal; ISEGI-Nova, Lisboa, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","5","Creativity is a delicate subject when it comes to the understanding of how/when and why it occurs. In the last two decades considerable contributions incorporating creative mechanisms in computer applications were made. Recently, the discussion is turning towards the problems that are under the process of evaluating computer created visual objects, mainly in the area related to the automating aesthetic evaluation. This work aims to contribute to the understanding of the process of evaluating visual objects (with the help of human cognitive process of evaluation) in the specific area of visual arts, within computerized systems. By means of an empirical and automated approach we surveyed human subjects for the classification of the concept of creativity. Simultaneously, 804 features were extracted from around 2600 images used in order to model the human classification through an artificial neural network. This work proposes the use of classification models to understand the human creativity perception in a set of images. This is an important aspect not only to classify a product as being novel, but also to provide information about the creativity perception.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615706","Creativity;Visual Arts;Artificial Intelligence;Data Mining","Support vector machines;Feature extraction;Art;Visualization;Computers;Artificial neural networks;Predictive models","","","","22","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Profiling web users preferences with text mining: Plan2See — Dynamic formulation of conceptual groups","P. B. Costa; S. Oliveira; L. Nunes","ISCTE-IUL, Lisboa, Portugal; ISCTE-IUL, Lisboa, Portugal; ISCTE-IUL, Lisboa, Portugal","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","4","In this paper we propose a new approach to clustering Web-based content that could be leveraged by users' preferences. These preferences may imply grouping or dividing the initial clusters so that the resulting clusters represent users' profiles. This approach could be applied to recommend different textual contents, based on the clusters or per user. We conduct a summarized survey of what is the state-of-the-art towards a personalized and interactive manipulation of data by users and present the general configuration of our method and some preliminary results well as the objectives for future work.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615707","Text Mining;Clustering;Profiling;Statistical Models;Web 2.0","Internet;Web search;Recommender systems;Dictionaries;IEEE Xplore;Text mining","","","","21","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Master Data Management and Data Warehouse: An architectural approach for improved decision-making","E. Gomede; R. M. Barros","Universidade Estadual de Londrina, Londrina, PR, BR; Departamento de Computação, Universidade Estadual de Londrina, Londrina, Brazil","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","4","In corporate environments it is common to have multiple data sources that represent the same real world entity (such as customers, suppliers, products, etc.). This situation can also occur for external data (social networks, regulatory institutions). The extraction activity has the need to decide among the available sources, how best to obtain a given data. This paper presents an architectural approach to dealing with the problem of multiple data sources with the objective of improving the data quality of a Data Warehouse in conjunction with the presentation of a set of best practices to identify and implement the process of Master Data Management (MDM).","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615708","Data Warehouse;Master Data Management;Business Intelligence;Decision Support Systems;Data Quality","Decision support systems;Data warehouses;Bismuth;Software;Analytic hierarchy process;Data mining","","1","","13","","17 Oct 2013","","","IEEE","IEEE Conferences"
"Context-aware user effectiveness assessment system for mobile applications","I. Pretel; A. B. Lago","MORElab - Envisioning Future Internet Deusto Institute of Technology - DeustoTech, University of Deusto Avda. Universidades 24, Bilbao, Spain; MORElab - Envisioning Future Internet Deusto Institute of Technology - DeustoTech, University of Deusto Avda. Universidades 24, Bilbao, Spain","2013 8th Iberian Conference on Information Systems and Technologies (CISTI)","17 Oct 2013","2013","","","1","7","The number of mobile devices with Internet connectivity exponentially increases every year. Furthermore, these devices are more and more important not only in business contexts, but also in particular ones. The efficiency of a user performing a task with a mobile device can drastically vary because of its context dependency. Therefore, it is vital to measure the efficiency of the user regarding the surrounding environment. The current methods tend to discard the variation of characteristics of the context where a mobile application is executed. Through this work a new context and interaction model focused on mobile applications is exposed. First, the capture method that adds the minimum deviations caused by external factors to the assessment results has been studied. Then, a system based on a library for Android devices that captures and measures the defined model and the user efficiency is shown and validated.","2166-0727","978-989-98434-0-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615709","HCI;mobile services;assesment;context-aware;effectiveness;quality","Context modeling;Software;Androids;Humanoid robots;Internet;Mobile communication;Context","","2","","11","","17 Oct 2013","","","IEEE","IEEE Conferences"
